theory_id,theory,row_class,origin,domain_id,domain,code,polarity,relation,claim_text,source_label,source_doi,source_locus,evidence_status,confidence,provisional,flag_for_adjudication,adjudication_reason
PFT,Passive frame theory,trial-level,added-in-revision,M2,incompatibility of the competing policies,EXPLICIT,positive,effect,Incompatible intentions directed at skeletal effectors produce stronger conscious conflict than compatible intentions. Conscious contents can nevertheless be present without current conflict.,"Morsella et al. 2015/2016, target article",10.1017/s0140525x15000643,Response interference and incompatible skeletal intentions; continuous influence discussion,full-text,3,False,False,
PFT,Passive frame theory,trial-level,added-in-revision,M3,valence,INTERPRETED,positive,modulation,"Pain, hunger and other motivational contents constrain skeletal action through the conscious frame. Inferring that affective value alters which content guides action extends this mechanism to access priority rather than supplying a stated valence–access law.","Morsella et al. 2015/2016, target article",10.1017/s0140525x15000643,"Motivational contents and action integration, local para. 514",full-text,1,False,True,Conscious motivational content is clearer than a valence-specific access effect.
PFT,Passive frame theory,trial-level,added-in-revision,M5,organism-wide cortical–autonomic coherence,NOT_LOCATED,,,"I searched the cited available formulation for a measurable relationship between access and cortical–autonomic coupling across channels. I did not locate such a statement there; this is a corpus-limited absence, not a null prediction.","Morsella et al. 2015/2016, target article",10.1017/s0140525x15000643,"Target article sections on response interference, skeletal muscle, and the frame; commentaries excluded",full-text,2,False,False,
PFT,Passive frame theory,trial-level,added-in-revision,M6,dimensionality of phenomenal structure,NOT_LOCATED,,,"I searched the cited available formulation for a quantified number of independent phenomenal dimensions or distinguishable experiential states. I did not locate such a statement there; this is a corpus-limited absence, not a null prediction.","Morsella et al. 2015/2016, target article",10.1017/s0140525x15000643,"Target article sections on response interference, skeletal muscle, and the frame; commentaries excluded",full-text,2,False,False,
PFT,Passive frame theory,trial-level,added-in-revision,M7,metacognitive sensitivity,NOT_LOCATED,,,"I searched the cited available formulation for a relationship between consciousness and the reliability of a higher-order representation, rather than sensory precision alone. I did not locate such a statement there; this is a corpus-limited absence, not a null prediction.","Morsella et al. 2015/2016, target article",10.1017/s0140525x15000643,"Target article sections on response interference, skeletal muscle, and the frame; commentaries excluded",full-text,2,False,False,
PFT,Passive frame theory,trial-level,added-in-revision,M8,cortical signature of access,UNRESOLVED,,,"The response abstract places neuronal implementation outside the functional theory, but the earlier target article links consciousness to perceptual cortical and subcortical circuits (sensorium discussion). Scope exclusion versus a positive cortical prediction remains unresolved.",Morsella et al. 2016 response; 2015/2016 target article,10.1017/s0140525x15002812;10.1017/s0140525x15000643,"Response abstract on scope; target article sensorium discussion (local paras.477,496)",abstract-only,1,True,True,Only the response abstract was accessible; earlier target-article neural discussion warrants adjudication of the scope reading.
PFT,Passive frame theory,trial-level,added-in-revision,M4a,access to interoceptive content as content,EXPLICIT,positive,constitution,Bodily demands such as hunger and breathlessness can be conscious contents that constrain integrated action. The action-selection function does not exclude these experienced bodily inputs.,"Morsella et al. 2015/2016, target article",10.1017/s0140525x15000643,Bodily afference and motivational constraints; skeletal muscle account,full-text,3,False,False,
PFT,Passive frame theory,trial-level,added-in-revision,M4b,visceral modulation of access to exteroceptive content,NOT_LOCATED,,,"I searched the cited available formulation for visceral state or phase modulating access to external sensory content. I did not locate such a statement there; this is a corpus-limited absence, not a null prediction.","Morsella et al. 2015/2016, target article",10.1017/s0140525x15000643,"Target article sections on response interference, skeletal muscle, and the frame; commentaries excluded",full-text,2,False,False,
PFT,Passive frame theory,trial-level,added-in-revision,M4c,conscious involvement in purely autonomic conflict,EXPLICIT,stated_null,scope,"Conflicts wholly handled by smooth-muscle/autonomic systems, without competing skeletal plans, are excluded from the proposed integrating function of consciousness. This is a functional exclusion, not a denial that bodily states can be felt.","Morsella et al. 2015/2016, target article",10.1017/s0140525x15000643,"Skeletal versus smooth muscle; pupil/peristalsis examples, local paras. 463–467",full-text,3,False,False,
PP,Predictive processing / beast machine,trial-level,submitted-v1,M1,number of simultaneously competing action policies,NOT_LOCATED,,,"I searched the cited available formulation for a dependence of conscious access or experience on the number of simultaneously competing action policies. I did not locate such a statement there; this is a corpus-limited absence, not a null prediction.",Hohwy & Seth 2020,10.33735/phimisci.2020.ii.64,"Sections 6–8, pp. 16–26; PP as a framework for NCC",full-text,2,False,False,
PP,Predictive processing / beast machine,trial-level,submitted-v1,M2,incompatibility of the competing policies,NOT_LOCATED,,,"I searched the cited available formulation for a dependence of access or experience on incompatibility between concurrently active action policies. I did not locate such a statement there; this is a corpus-limited absence, not a null prediction.",Hohwy & Seth 2020,10.33735/phimisci.2020.ii.64,"Sections 6–8, pp. 16–26; PP as a framework for NCC",full-text,2,False,False,
PP,Predictive processing / beast machine,trial-level,submitted-v1,M3,valence,EXPLICIT,positive,constitution,"The interoceptive-inference formulation treats conscious emotional experience as arising through predictions about internal bodily causes; affective feelings are part of what the account explains, not merely external stimulus labels.",Seth & Friston 2016,10.1098/rstb.2016.0007,"Interoceptive inference and emotion, local para. 25",full-text,2,False,False,
PP,Predictive processing / beast machine,trial-level,submitted-v1,M5,organism-wide cortical–autonomic coherence,INTERPRETED,positive,marker,Descending interoceptive predictions and ascending bodily errors form a cortical–visceral control loop. Inferring a measurable coupling signature of experience from that loop requires an additional mapping; generic homeostasis alone is not a coherence prediction.,Seth & Friston 2016,10.1098/rstb.2016.0007,Interoceptive active inference and autonomic reflexes,full-text,1,False,True,No specific organism-wide coupling index is fixed by the passage.
PP,Predictive processing / beast machine,trial-level,submitted-v1,M6,dimensionality of phenomenal structure,NOT_LOCATED,,,"I searched the cited available formulation for a quantified number of independent phenomenal dimensions or distinguishable experiential states. I did not locate such a statement there; this is a corpus-limited absence, not a null prediction.",Hohwy & Seth 2020,10.33735/phimisci.2020.ii.64,"Sections 6–8, pp. 16–26; PP as a framework for NCC",full-text,2,False,False,
PP,Predictive processing / beast machine,trial-level,submitted-v1,M7,metacognitive sensitivity,NOT_LOCATED,,,"I found expected precision of sensory/interoceptive evidence and discussion of higher-order approaches, but not a distinct requirement that conscious access depends on precision of a metarepresentation. Sensory precision is not coded as M7.",Hohwy & Seth 2020,10.33735/phimisci.2020.ii.64,"Sections 6–8, especially pp. 19–23",full-text,2,False,False,
PP,Predictive processing / beast machine,trial-level,submitted-v1,M8,cortical signature of access,INTERPRETED,positive,marker,"Hierarchical predictive message passing offers candidate cortical mechanisms for conscious content, including prefrontal involvement around perceptual transitions. Inferring a cortical access signature requires a particular process model; the framework permits several NCC accounts.",Hohwy & Seth 2020,10.33735/phimisci.2020.ii.64,"Sections 6–7, pp. 17–23",full-text,2,False,True,PP is explicitly a general framework and does not select a unique cortical signature.
PP,Predictive processing / beast machine,trial-level,added-in-revision,M4a,access to interoceptive content as content,EXPLICIT,positive,constitution,"Interoceptive inference applies predictive mechanisms to conscious bodily and emotional experience, with internal-body predictions contributing to felt states.",Seth & Friston 2016,10.1098/rstb.2016.0007,"Interoceptive inference, emotions and embodied selfhood",full-text,3,False,False,
PP,Predictive processing / beast machine,trial-level,added-in-revision,M4b,visceral modulation of access to exteroceptive content,INTERPRETED,positive,modulation,Precision-weighted interoceptive inference can influence higher-level expectations and multisensory processing. Extending that mechanism to measured changes in exteroceptive access supplies the inference; the general account does not fix a cardiac-phase access effect.,Seth & Friston 2016,10.1098/rstb.2016.0007,"Interoceptive precision and cross-modal expectations, local paras. 28–32, 40",full-text,2,False,False,
PP,Predictive processing / beast machine,trial-level,added-in-revision,M4c,conscious involvement in purely autonomic conflict,NOT_LOCATED,,,"I searched the cited available formulation for a defined autonomic conflict with skeletal action plans expressly excluded. I did not locate such a statement there; this is a corpus-limited absence, not a null prediction.",Hohwy & Seth 2020,10.33735/phimisci.2020.ii.64,"Sections 6–8, pp. 16–26; PP as a framework for NCC",full-text,2,False,False,
RPT,Recurrent processing (RPT),trial-level,submitted-v1,M1,number of simultaneously competing action policies,NOT_LOCATED,,,"I searched the cited available formulation for a dependence of conscious access or experience on the number of simultaneously competing action policies. I did not locate such a statement there; this is a corpus-limited absence, not a null prediction.",Lamme 2010,10.1080/17588921003731586,"Main target article, PDF pp. 1–19; especially stages 1–4 and recurrent processing; commentaries excluded",full-text,2,False,False,
RPT,Recurrent processing (RPT),trial-level,submitted-v1,M2,incompatibility of the competing policies,NOT_LOCATED,,,"I searched the cited available formulation for a dependence of access or experience on incompatibility between concurrently active action policies. I did not locate such a statement there; this is a corpus-limited absence, not a null prediction.",Lamme 2010,10.1080/17588921003731586,"Main target article, PDF pp. 1–19; especially stages 1–4 and recurrent processing; commentaries excluded",full-text,2,False,False,
RPT,Recurrent processing (RPT),trial-level,submitted-v1,M3,valence,NOT_LOCATED,,,"I searched the cited available formulation for valence-dependent access or a constitutive role for affective sign or magnitude in experience. I did not locate such a statement there; this is a corpus-limited absence, not a null prediction.",Lamme 2010,10.1080/17588921003731586,"Main target article, PDF pp. 1–19; especially stages 1–4 and recurrent processing; commentaries excluded",full-text,2,False,False,
RPT,Recurrent processing (RPT),trial-level,submitted-v1,M5,organism-wide cortical–autonomic coherence,NOT_LOCATED,,,"I searched the cited available formulation for a measurable relationship between access and cortical–autonomic coupling across channels. I did not locate such a statement there; this is a corpus-limited absence, not a null prediction.",Lamme 2010,10.1080/17588921003731586,"Main target article, PDF pp. 1–19; especially stages 1–4 and recurrent processing; commentaries excluded",full-text,2,False,False,
RPT,Recurrent processing (RPT),trial-level,submitted-v1,M6,dimensionality of phenomenal structure,NOT_LOCATED,,,"I searched the cited available formulation for a quantified number of independent phenomenal dimensions or distinguishable experiential states. I did not locate such a statement there; this is a corpus-limited absence, not a null prediction.",Lamme 2010,10.1080/17588921003731586,"Main target article, PDF pp. 1–19; especially stages 1–4 and recurrent processing; commentaries excluded",full-text,2,False,False,
RPT,Recurrent processing (RPT),trial-level,submitted-v1,M7,metacognitive sensitivity,NOT_LOCATED,,,"The target article separates phenomenal vision from introspection and report. That separation does not by itself state that higher-order precision makes no difference to experience, and I did not locate a calibration or meta-d-prime prediction.",Lamme 2010,10.1080/17588921003731586,"Main target article, opening discussion and stages 3 versus 4",full-text,2,False,False,
RPT,Recurrent processing (RPT),trial-level,submitted-v1,M8,cortical signature of access,EXPLICIT,positive,necessity,"Local recurrent interactions within visual cortical processing support phenomenal vision, whereas a feedforward sweep is insufficient. Broader frontoparietal recurrence supports access/report but is not required for every phenomenal visual content.",Lamme 2010,10.1080/17588921003731586,"Stages 1–4, recurrent-processing argument, main target article PDF pp. 9–15",full-text,3,False,False,
RPT,Recurrent processing (RPT),trial-level,added-in-revision,M4a,access to interoceptive content as content,NOT_LOCATED,,,"I searched the cited available formulation for visceral or interoceptive signals explicitly becoming conscious content. I did not locate such a statement there; this is a corpus-limited absence, not a null prediction.",Lamme 2010,10.1080/17588921003731586,"Main target article, PDF pp. 1–19; especially stages 1–4 and recurrent processing; commentaries excluded",full-text,2,False,False,
RPT,Recurrent processing (RPT),trial-level,added-in-revision,M4b,visceral modulation of access to exteroceptive content,NOT_LOCATED,,,"I searched the cited available formulation for visceral state or phase modulating access to external sensory content. I did not locate such a statement there; this is a corpus-limited absence, not a null prediction.",Lamme 2010,10.1080/17588921003731586,"Main target article, PDF pp. 1–19; especially stages 1–4 and recurrent processing; commentaries excluded",full-text,2,False,False,
RPT,Recurrent processing (RPT),trial-level,added-in-revision,M4c,conscious involvement in purely autonomic conflict,NOT_LOCATED,,,"I searched the cited available formulation for a defined autonomic conflict with skeletal action plans expressly excluded. I did not locate such a statement there; this is a corpus-limited absence, not a null prediction.",Lamme 2010,10.1080/17588921003731586,"Main target article, PDF pp. 1–19; especially stages 1–4 and recurrent processing; commentaries excluded",full-text,2,False,False,
SIT,Supramodular interaction theory (SIT),trial-level,submitted-v1,M1,number of simultaneously competing action policies,INTERPRETED,positive,effect,"The theory requires interaction among action systems when more than one policy competes for skeletal control. Inferring a dependence on policy number beyond the compatible/incompatible comparison is an extension, not an independently stated count law.","Morsella, Gray, Krieger & Bargh 2009",10.1037/a0017121,PRISM; Studies 1–2 rationale,full-text,1,False,True,Policy count and policy incompatibility must not be conflated.
SIT,Supramodular interaction theory (SIT),trial-level,submitted-v1,M2,incompatibility of the competing policies,EXPLICIT,positive,effect,Sustaining incompatible skeletal intentions produces greater reported subjective conflict than sustaining compatible intentions before movement is executed.,"Morsella, Gray, Krieger & Bargh 2009",10.1037/a0017121,Study 1 arm plans; Study 2 finger plans; General Discussion,full-text,3,False,False,
SIT,Supramodular interaction theory (SIT),trial-level,submitted-v1,M3,valence,INTERPRETED,positive,constitution,"Conflict-related subjective states are proposed to acquire negative affect and support later avoidance. Inferring a valenced dimension of the conscious conflict is plausible, but the direction of explanation is conflict-to-affect, not a tested valence-to-access effect.","Morsella, Gray, Krieger & Bargh 2009",10.1037/a0017121,"General Discussion on conflict-related negative valence, local paras. 98–99",full-text,1,False,True,The causal direction differs from a claim that valence alters access.
SIT,Supramodular interaction theory (SIT),trial-level,submitted-v1,M5,organism-wide cortical–autonomic coherence,NOT_LOCATED,,,"I searched the cited available formulation for a measurable relationship between access and cortical–autonomic coupling across channels. I did not locate such a statement there; this is a corpus-limited absence, not a null prediction.","Morsella, Gray, Krieger & Bargh 2009",10.1037/a0017121,PRISM introduction; Studies 1–3; General Discussion,full-text,2,False,False,
SIT,Supramodular interaction theory (SIT),trial-level,submitted-v1,M6,dimensionality of phenomenal structure,NOT_LOCATED,,,"I searched the cited available formulation for a quantified number of independent phenomenal dimensions or distinguishable experiential states. I did not locate such a statement there; this is a corpus-limited absence, not a null prediction.","Morsella, Gray, Krieger & Bargh 2009",10.1037/a0017121,PRISM introduction; Studies 1–3; General Discussion,full-text,2,False,False,
SIT,Supramodular interaction theory (SIT),trial-level,submitted-v1,M7,metacognitive sensitivity,NOT_LOCATED,,,"I searched the cited available formulation for a relationship between consciousness and the reliability of a higher-order representation, rather than sensory precision alone. I did not locate such a statement there; this is a corpus-limited absence, not a null prediction.","Morsella, Gray, Krieger & Bargh 2009",10.1037/a0017121,PRISM introduction; Studies 1–3; General Discussion,full-text,2,False,False,
SIT,Supramodular interaction theory (SIT),trial-level,submitted-v1,M8,cortical signature of access,INTERPRETED,positive,marker,The paper points to anterior cingulate and prefrontal conflict systems as targets for finding the neural correlates of subjective conflict. Treating these as an access marker is a prospective inference; the paper says those correlates remain to be identified.,"Morsella, Gray, Krieger & Bargh 2009",10.1037/a0017121,"Response versus stimulus interference, local para. 43; future-neural-work discussion, para. 100",full-text,1,False,True,A proposed search region is not an already stated necessary cortical access signature.
SIT,Supramodular interaction theory (SIT),trial-level,added-in-revision,M4a,access to interoceptive content as content,EXPLICIT,positive,constitution,"The discussion explicitly distinguishes conscious bodily afference, such as breathlessness and deprivation, from subjective effects of incompatible intentions. Such visceral states may be experienced as content.","Morsella, Gray, Krieger & Bargh 2009",10.1037/a0017121,"Introduction, primary versus secondary subjective effects, local para. 46",full-text,3,False,False,
SIT,Supramodular interaction theory (SIT),trial-level,added-in-revision,M4b,visceral modulation of access to exteroceptive content,NOT_LOCATED,,,"I searched the cited available formulation for visceral state or phase modulating access to external sensory content. I did not locate such a statement there; this is a corpus-limited absence, not a null prediction.","Morsella, Gray, Krieger & Bargh 2009",10.1037/a0017121,PRISM introduction; Studies 1–3; General Discussion,full-text,2,False,False,
SIT,Supramodular interaction theory (SIT),trial-level,added-in-revision,M4c,conscious involvement in purely autonomic conflict,EXPLICIT,stated_null,scope,The proposed PRISM function excludes smooth-muscle conflicts that do not involve skeletal action plans. The pupil-control example tests this contrast; the claim does not deny feeling bodily consequences.,"Morsella, Gray, Krieger & Bargh 2009",10.1037/a0017121,"Study 3 and General Discussion, local paras. 85–86",full-text,3,False,False,
UAL,UAL,origin-level,submitted-v1,M1,number of simultaneously competing action policies,NOT_LOCATED,,,"I searched the cited available formulation for a dependence of conscious access or experience on the number of simultaneously competing action policies. I did not locate such a statement there; this is a corpus-limited absence, not a null prediction.","Birch, Ginsburg & Jablonka 2020",10.1007/s10539-020-09772-0,"Part I, hallmarks and UAL; Part II, empirical predictions",full-text,2,False,False,
UAL,UAL,origin-level,submitted-v1,M2,incompatibility of the competing policies,NOT_LOCATED,,,"I searched the cited available formulation for a dependence of access or experience on incompatibility between concurrently active action policies. I did not locate such a statement there; this is a corpus-limited absence, not a null prediction.","Birch, Ginsburg & Jablonka 2020",10.1007/s10539-020-09772-0,"Part I, hallmarks and UAL; Part II, empirical predictions",full-text,2,False,False,
UAL,UAL,origin-level,submitted-v1,M3,valence,EXPLICIT,positive,sufficiency,The proposed consciousness-enabling package includes an evaluative system and flexible assignment of positive or negative value to learned compound patterns. Valuation is a component of the proposed sufficient architecture for experience.,"Birch, Ginsburg & Jablonka 2020",10.1007/s10539-020-09772-0,"Part I: hallmarks, evaluative system and pattern completion, local paras. 18–19, 30–31",full-text,2,False,True,UAL is a positive marker; do not turn a component of a jointly sufficient package into a individually necessary condition.
UAL,UAL,origin-level,submitted-v1,M5,organism-wide cortical–autonomic coherence,NOT_LOCATED,,,"I searched the cited available formulation for a measurable relationship between access and cortical–autonomic coupling across channels. I did not locate such a statement there; this is a corpus-limited absence, not a null prediction.","Birch, Ginsburg & Jablonka 2020",10.1007/s10539-020-09772-0,"Part I, hallmarks and UAL; Part II, empirical predictions",full-text,2,False,False,
UAL,UAL,origin-level,submitted-v1,M6,dimensionality of phenomenal structure,NOT_LOCATED,,,"I searched the cited available formulation for a quantified number of independent phenomenal dimensions or distinguishable experiential states. I did not locate such a statement there; this is a corpus-limited absence, not a null prediction.","Birch, Ginsburg & Jablonka 2020",10.1007/s10539-020-09772-0,"Part I, hallmarks and UAL; Part II, empirical predictions",full-text,2,False,False,
UAL,UAL,origin-level,submitted-v1,M7,metacognitive sensitivity,NOT_LOCATED,,,"I searched the cited available formulation for a relationship between consciousness and the reliability of a higher-order representation, rather than sensory precision alone. I did not locate such a statement there; this is a corpus-limited absence, not a null prediction.","Birch, Ginsburg & Jablonka 2020",10.1007/s10539-020-09772-0,"Part I, hallmarks and UAL; Part II, empirical predictions",full-text,2,False,False,
UAL,UAL,origin-level,submitted-v1,M8,cortical signature of access,NOT_APPLICABLE,,,"The scope says “the UAL framework does not make predictions at the level of specific neural signatures”; UAL should covary with independently accepted signatures. This is a scope limit, not evidence that cortex is unnecessary.","Birch, Ginsburg & Jablonka 2020",10.1007/s10539-020-09772-0,"Part II: neural signatures, local paras. 62–63 / P49–P50",full-text,3,False,False,
UAL,UAL,origin-level,added-in-revision,M4a,access to interoceptive content as content,INTERPRETED,positive,constitution,The sufficient package includes representing one’s own body and a stable embodied point of view. Extending these capacities to felt visceral afferents is an inference; representation of the body alone does not specify heartbeat or respiratory content.,"Birch, Ginsburg & Jablonka 2020",10.1007/s10539-020-09772-0,"Part I: subjective point of view and intentionality, local paras. 5, 17–18",full-text,1,False,True,Bodily self-representation is broader than interoceptive content.
UAL,UAL,origin-level,added-in-revision,M4b,visceral modulation of access to exteroceptive content,NOT_LOCATED,,,"I searched the cited available formulation for visceral state or phase modulating access to external sensory content. I did not locate such a statement there; this is a corpus-limited absence, not a null prediction.","Birch, Ginsburg & Jablonka 2020",10.1007/s10539-020-09772-0,"Part I, hallmarks and UAL; Part II, empirical predictions",full-text,2,False,False,
UAL,UAL,origin-level,added-in-revision,M4c,conscious involvement in purely autonomic conflict,NOT_LOCATED,,,"I searched the cited available formulation for a defined autonomic conflict with skeletal action plans expressly excluded. I did not locate such a statement there; this is a corpus-limited absence, not a null prediction.","Birch, Ginsburg & Jablonka 2020",10.1007/s10539-020-09772-0,"Part I, hallmarks and UAL; Part II, empirical predictions",full-text,2,False,False,
