theory_id,domain_id,current_code,current_polarity,proposed_code,proposed_polarity,proposed_relation,agrees_with_current,quote_1,quote_2,source_locus,sections_searched,confidence,note,reading_status,change_direction,flag_for_adjudication
RPT,M7,NOT_LOCATED,,INTERPRETED,stated_null,marker,no,There would be instances of (neurally defined) conscious processing that are not evident from behavioral measures or introspection (Figure 3).,"You cannot know whether you have a conscious experience without resorting to cognitive functions such as attention, memory or inner speech.","Lamme 2006, 'What is the benefit?' (p. 499) and 'Neural vs. behavioural definitions' (p. 497)","whole text keyword-indexed (all sections, boxes, figure legends, footnotes; reference list excluded), hit passages read in context",2,"Stronger than NOT_LOCATED: the source states that introspective/report measures do not determine the presence of (neurally defined) consciousness - a null on metacognitive access as index. Precision/metacognitive sensitivity not named, hence INTERPRETED stated_null. Flag.",read,stronger,True
RPT,M8,EXPLICIT,positive,EXPLICIT,positive,necessity,yes,"the feedforward sweep rapidly groups feature constellations that are hardwired in the visual brain, yet is probably incapable of yielding visual awareness; in many cases, recurrent processing is necessary before the features of an object are attentively grouped and the stimulus can enter consciousness.","RP is the key neural ingredient of consciousness. We could even define consciousness as recurrent processing [10,33]. ... the neural dichotomy between 'recurrent = conscious' and 'feedforward = unconscious' yields testable predictions","Lamme & Roelfsema 2000, Abstract (p. 571) and 'Conscious vs unconscious' (p. 577); Lamme 2006, pp. 498-499","whole text keyword-indexed (all sections, boxes, figure legends, footnotes; reference list excluded), hit passages read in context in both sources",3,Both full texts state necessity (and Lamme 2006 the identity claim). Hedge in Lamme & Roelfsema 2000: 'at least under some conditions ... recurrent processing is not required in all conditions'. Timing (~100 ms V1 TMS) in Lamme 2006 Table 1. Unchanged.,read,unchanged,False
RPT,M4a,NOT_LOCATED,,NOT_LOCATED,,,yes,,,Lamme 2006 whole paper; Lamme & Roelfsema 2000 whole paper,"whole text keyword-indexed (all sections, boxes, figure legends, footnotes; reference list excluded), hit passages read in context in both sources; interoceptive/visceral/heart/body: 0 hits beyond ""vegetative"" responses in blindsight",2,No statement bearing on this quantity. NOT_LOCATED stands.,read,unchanged,False
RPT,M4b,NOT_LOCATED,,NOT_LOCATED,,,yes,,,Lamme 2006 whole paper; Lamme & Roelfsema 2000 whole paper,"whole text keyword-indexed (all sections, boxes, figure legends, footnotes; reference list excluded), hit passages read in context in both sources; arousal/pupil/autonomic: pupil dilation listed only as an unconscious blindsight capacity",2,No statement bearing on this quantity. NOT_LOCATED stands.,read,unchanged,False
RPT,M4c,NOT_LOCATED,,NOT_LOCATED,,,yes,,,Lamme 2006 whole paper; Lamme & Roelfsema 2000 whole paper,"whole text keyword-indexed (all sections, boxes, figure legends, footnotes; reference list excluded), hit passages read in context in both sources; autonomic/smooth muscle/gland/reflex: 0 relevant hits; conflict never defined",2,No statement bearing on this quantity. NOT_LOCATED stands.,read,unchanged,False
SIT,M1,EXPLICIT,positive,EXPLICIT,positive,effect,yes,"Skeletomotor actions are at times 'consciously mediated' because they are directed by multiple, encapsulated systems that, when in conflict, require phenomenal states to yield adaptive action.","Thus, Morsella (2005) proposes that the primary function of consciousness is to integrate information, but only certain kinds of information - the kinds involving incompatible skeletal muscle intentions for adaptive action","Morsella 2005, 'Predicting Consciousness: The PRISM Principle' (p. 1009); Morsella et al. 2015 BBS, §2.4 (p. 5)","whole text keyword-indexed (all sections, boxes, figure legends, footnotes; reference list excluded), hit passages read in context in both sources",3,"Full texts state the threshold claim (multiple systems in conflict require phenomenal states). Gray et al. 2013 adds a graded prediction (urges strongest in incongruent, weakest in congruent). Unchanged.",read,unchanged,False
SIT,M5,NOT_LOCATED,,NOT_LOCATED,,,yes,"the kidney and heart have different concerns, which at times can interact and are even capable of lethal conflict ... but most of these concerns and conflicts never enter awareness.",,"Morsella 2005, 'Predicting Consciousness' (p. 1008)","whole text keyword-indexed (all sections, boxes, figure legends, footnotes; reference list excluded), hit passages read in context; coherence/coupling/synchrony: 0 hits",2,Autonomic systems are mentioned only as excluded from phenomenal interaction; no coherence measure. NOT_LOCATED stands.,read,unchanged,False
SIT,M6,NOT_LOCATED,,INTERPRETED,positive,constitution,no,"As illustrated in Figure 1, each system modulates a different aspect of the phenomenal field (e.g., the phenomenology of pain vs. hunger, thirst vs. breathlessness, an object above vs. one below, etc.).","The outputs of the response systems can interact only in the phenomenal field, and they modulate a different aspect of phenomenal experience.","Morsella 2005, p. 1008 and Figure 1 legend (p. 1009)","whole text keyword-indexed (all sections, boxes, figure legends, footnotes; reference list excluded), hit passages read in context",1,Candidate INTERPRETED: mechanism - each supramodular response system modulates a distinct aspect of the field; inference - the number of aspects (dimensions) of experience is set by the number of active supramodular systems. Dimensionality is not named; first coder may keep NOT_LOCATED. Flag.,read,stronger,True
SIT,M7,NOT_LOCATED,,NOT_LOCATED,,,yes,,,Morsella 2005 whole paper,"whole text keyword-indexed (all sections, boxes, figure legends, footnotes; reference list excluded), hit passages read in context; metacognit*/confidence/introspect*/higher-order/self-monitor*: 0 hits in body",2,No statement. NOT_LOCATED stands.,read,unchanged,False
SIT,M8,INTERPRETED,positive,INTERPRETED,positive,marker,yes,The results showed that subjective conflict from sustaining incompatible intentions was consistently related to activity in the left post-central gyrus.,the subjective effects experienced by participants were correlated with perceptual processing (left post-central gyrus) ... in line with research on the neural correlates of action-related urges,"Gray, Bargh & Morsella 2013, Abstract (p. 453) and General discussion (p. 462)","whole text keyword-indexed (all sections, boxes, figure legends, footnotes; reference list excluded), hit passages read in context",2,Empirical anchor names a candidate substrate for subjective conflict (left postcentral gyrus; also dACC and bilateral PFC clusters) but stakes no signature that should be present when content is accessed and absent otherwise. INTERPRETED positive stands.,read,unchanged,False
SIT,M4a,INTERPRETED,positive,EXPLICIT,positive,effect,no,"regarding complex processes such as digestion and excretion, one is conscious of only those phases of the processes that require coordination with skeletal muscle plans (e.g., chewing or micturating).",our 'creature in the cave' is conscious of things such as external objects and the urge to eat or to affiliate ... because these things should influence the skeletomotor output system.,"Morsella 2005, 'General Hypotheses' (p. 1009) and p. 1008 (phenomenology of hunger, thirst, breathlessness); Morsella et al. 2015 BBS, §3 (p. 6)","whole text keyword-indexed (all sections, boxes, figure legends, footnotes; reference list excluded), hit passages read in context in both sources",2,Stronger than INTERPRETED: the sources state when bodily-need/visceral-process content becomes conscious (phases requiring skeletomotor coordination) and that such content enters the field under the same rule as external objects. EXPLICIT positive.,read,stronger,False
SIT,M4b,NOT_LOCATED,,INTERPRETED,stated_null,modulation,no,"Conversely, I hypothesize that, unlike the activities of the immune and cardiovascular systems, ... the kinds of information that are capable of modulating the phenomenal field are also capable of influencing skeletomotor plans","SIT proposes that, unlike other bodily processes (e.g., the pupillary reflex) and systems (e.g., cardiovascular and immune systems), supramodular response systems are unique in that their outputs may potentially conflict with each other regarding skeletal muscle plans.","Morsella 2005, 'General Hypotheses' (p. 1009) and 'PRISM Principle' (p. 1009)","whole text keyword-indexed (all sections, boxes, figure legends, footnotes; reference list excluded), hit passages read in context",2,"Stronger than NOT_LOCATED: cardiovascular activity is hypothesised not to modulate the phenomenal field. Access to exteroceptive content is not named (general field modulation), hence INTERPRETED stated_null. Flag.",read,stronger,True
